037,310,311.5
040,310,311.5
043,312,313.5
046,308,309.5
049,308,309.5
052,310,311.5
055,310,311.5
058,310,311.5
061,310,311.5
064,309,310.5
067,310,311.5
070,310,311.5
073,310,311.5
076,310,311.5
079,310,311.5
082,310,311.5
085,308.5,310
088,310,311.5
091,310,311.5
094,310,311.5
097,310,311.5
100,310,311.5
